0,left,25000,fit,1525,lates,201,expired,0,imbalance,104,low,0,med,0,high,0
DataSet,801,Constraints,0,run,0,fit,1525,lates,201,expired,0,imbalance,104,low,0,med,0,high,0,Evals,250,MiilsEval,1.872,elapsed,468
Plan by week / day 
Week , Day , Driver ID ,Group,Duty,Expiry Week, Final Year
35,3, 1922,ECB,2,31,false
35,4,   41,OFF,2,12,false
35,4,  882,MAR,2,11,false
35,4,  885,MAR,2,15,false
35,4,  898,MAR,2,26,false
35,4,  903,MAR,2,1,false
35,4, 1053,MAR,2,2,false
35,4, 1127,MAR,2,10,false
35,4, 1469,LON,2,20,false
35,4, 1599,LON,2,38,false
35,4, 1653,LON,2,9,false
35,4, 1998,EBT,2,34,false
35,5,  233,CEN,2,14,false
35,5,  752,CEN,2,34,false
35,5, 1417,LON,2,25,false
35,5, 1702,LCB,2,3,false
35,5, 1901,ECB,2,21,false
35,5, 1929,ECB,2,13,false
36,1,  238,CEN,2,12,false
36,1,  893,MAR,2,8,false
36,1,  999,MAR,2,12,false
36,1, 1062,MAR,2,39,false
36,1, 1226,LON,2,31,false
36,1, 1241,LON,2,9,false
36,1, 1511,LON,2,23,false
36,1, 1683,LCB,2,28,false
36,2,   48,OFF,2,26,false
36,2,  751,CEN,2,14,false
36,2,  975,MAR,2,14,false
36,2, 1248,LON,2,24,false
36,2, 1555,LON,2,26,false
36,2, 1564,LON,2,37,false
36,2, 1631,LON,2,33,false
36,2, 1873,ECB,2,1,false
36,3,  473,CEN,2,20,false
36,3,  553,CEN,2,23,false
36,3,  559,CEN,2,38,false
36,3,  859,MAR,2,38,false
36,3, 1110,MAR,2,10,false
36,3, 1238,LON,2,35,false
36,3, 1352,LON,2,39,false
36,3, 1650,LON,2,4,false
36,3, 1722,LCB,2,30,false
36,3, 1753,LCB,2,26,false
36,4,  106,CEN,2,26,false
36,4,  270,CEN,2,30,false
36,4,  789,CEN,2,26,false
36,4,  837,MAR,2,17,false
36,4, 1836,ECB,2,1,false
36,4, 1904,ECB,2,1,false
36,4, 1951,ECB,2,16,false
36,4, 1992,EBT,2,33,false
36,5,  840,MAR,2,11,false
36,5,  883,MAR,2,17,false
36,5,  896,MAR,2,39,false
36,5, 1452,LON,2,21,false
36,5, 1553,LON,2,10,false
36,5, 1614,LON,2,5,false
36,5, 2006,EBT,2,18,false
37,1,   27,OFF,2,11,false
37,1,   69,LMC,2,13,false
37,1,  402,CEN,2,34,false
37,1,  668,CEN,2,30,false
37,1,  778,CEN,2,7,false
37,1,  797,CEN,2,21,false
37,1,  881,MAR,2,27,false
37,1,  925,MAR,2,25,false
37,1, 1023,MAR,2,23,false
37,1, 1124,MAR,2,9,false
37,1, 1129,MAR,2,37,false
37,2,  424,CEN,2,20,false
37,2,  862,MAR,2,39,false
37,2,  912,MAR,2,17,false
37,2, 1471,LON,2,12,false
37,2, 1546,LON,2,37,false
37,2, 1604,LON,2,33,false
37,2, 1779,LCB,2,36,false
37,2, 1822,ECB,2,21,false
37,2, 1897,ECB,2,2,false
37,2, 1950,ECB,2,30,false
37,3,  398,CEN,2,16,false
37,3, 1369,LON,2,38,false
37,3, 1412,LON,2,13,false
37,3, 1602,LON,2,6,false
37,3, 1908,ECB,2,36,false
37,3, 1962,EBT,2,21,false
37,4,  187,CEN,2,24,false
37,4,  464,CEN,2,20,false
37,4,  628,CEN,2,6,false
37,4,  848,MAR,2,12,false
37,4, 1026,MAR,2,37,false
37,4, 1382,LON,2,21,false
37,4, 1437,LON,2,15,false
37,5,   68,LMC,2,33,false
37,5,   75,CEN,2,13,false
37,5,  563,CEN,2,26,false
37,5, 1038,MAR,2,10,false
37,5, 1043,MAR,2,33,false
37,5, 1148,MAR,2,14,false
37,5, 1340,LON,2,25,false
37,5, 1520,LON,2,31,false
37,5, 1584,LON,2,15,false
38,1,  166,CEN,2,6,false
38,1,  608,CEN,2,25,false
38,1,  776,CEN,2,25,false
38,1,  799,CEN,2,19,false
38,1,  854,MAR,2,30,false
38,1, 1498,LON,2,9,false
38,1, 1696,LCB,2,39,false
38,1, 1714,LCB,2,2,false
38,2,  325,CEN,2,35,false
38,2,  460,CEN,2,19,false
38,2,  534,CEN,2,34,false
38,2,  649,CEN,2,39,false
38,2,  693,CEN,2,13,false
38,2, 1031,MAR,2,9,false
38,2, 1244,LON,2,24,false
38,2, 1319,LON,2,28,false
38,2, 1913,ECB,2,24,false
38,3,  174,CEN,2,5,false
38,3,  404,CEN,2,23,false
38,3,  430,CEN,2,5,false
38,3, 1034,MAR,2,16,false
38,3, 1104,MAR,2,33,false
38,3, 1262,LON,2,22,false
38,3, 1692,LCB,2,10,false
38,3, 1798,LCB,2,39,false
38,4,   24,OFF,2,39,false
38,4,   61,LMC,2,17,false
38,4,  118,CEN,2,3,false
38,4,  562,CEN,2,13,false
38,4,  827,MAR,2,14,false
38,4, 1074,MAR,2,14,false
38,4, 1326,LON,2,4,false
38,4, 1830,ECB,2,33,false
38,5,  221,CEN,2,33,false
38,5,  499,CEN,2,31,false
38,5,  781,CEN,2,32,false
38,5, 1592,LON,2,13,false
38,5, 1660,LON,2,28,false
38,5, 1778,LCB,2,15,false
38,5, 1944,ECB,2,12,false
39,1,  204,CEN,2,24,false
39,1,  299,CEN,2,27,false
39,1,  408,CEN,2,11,false
39,1,  865,MAR,2,18,false
39,1, 1622,LON,2,38,false
39,1, 1661,LON,2,20,false
39,1, 1667,LON,2,23,false
39,1, 1804,LCB,2,18,false
39,2,  229,CEN,2,38,false
39,2,  547,CEN,2,33,false
39,2,  722,CEN,2,28,false
39,2,  744,CEN,2,1,false
39,2,  982,MAR,2,4,false
39,2, 1521,LON,2,29,false
39,2, 1567,LON,2,22,false
39,2, 1806,LCB,2,38,false
39,2, 1840,ECB,2,26,false
39,2, 1987,EBT,2,22,false
39,3,  443,CEN,2,37,false
39,3,  558,CEN,2,23,false
39,3,  659,CEN,2,26,false
39,3,  864,MAR,2,18,false
39,3, 1033,MAR,2,14,false
39,3, 1079,MAR,2,19,false
39,3, 1080,MAR,2,35,false
39,3, 1087,MAR,2,15,false
39,3, 1909,ECB,2,33,false
39,3, 2001,EBT,2,39,false
39,3, 2004,EBT,2,12,false
39,4,   58,LMC,2,10,false
39,4,  419,CEN,2,6,false
39,4, 1311,LON,2,1,false
39,4, 1447,LON,2,5,false
39,4, 1463,LON,2,14,false
39,4, 1639,LON,2,32,false
39,4, 1686,LCB,2,7,false
39,4, 1976,EBT,2,18,false
39,5,   19,OFF,2,25,false
39,5,  207,CEN,2,4,false
39,5,  351,CEN,2,33,false
39,5,  708,CEN,2,34,false
39,5, 1306,LON,2,38,false
39,5, 1449,LON,2,26,false
39,5, 1482,LON,2,21,false
39,5, 1608,LON,2,34,false
39,5, 1665,LON,2,38,false
39,5, 1666,LON,2,25,false
0,left,25000,fit,1495,lates,190,expired,0,imbalance,109,low,0,med,0,high,0
DataSet,801,Constraints,0,run,1,fit,1495,lates,190,expired,0,imbalance,109,low,0,med,0,high,0,Evals,250,MiilsEval,1.372,elapsed,343
Plan by week / day 
Week , Day , Driver ID ,Group,Duty,Expiry Week, Final Year
0,1,  316,CEN,2,13,false
0,1,  368,CEN,2,14,false
0,1,  392,CEN,2,1,true
0,1,  557,CEN,1,5,true	ON LATE DUTY!
0,1,  815,CEN,2,7,false
0,1, 1458,LON,2,14,false
0,1, 1496,LON,2,13,false
0,1, 1585,LON,1,1,true	ON LATE DUTY!
0,1, 1664,LON,2,39,false
0,1, 1985,EBT,1,3,true	ON LATE DUTY!
0,2,  178,CEN,2,30,false
0,2,  422,CEN,2,35,false
0,2,  461,CEN,1,16,true	ON LATE DUTY!
0,2,  511,CEN,2,8,true
0,2,  638,CEN,2,12,true
0,2,  689,CEN,2,31,false
0,2,  936,MAR,2,1,true
0,2, 1015,MAR,2,14,false
0,2, 1061,MAR,2,17,false
0,2, 1092,MAR,2,4,true
0,2, 1213,MAR,2,37,false
0,2, 1808,LCB,2,1,true
0,3,  171,CEN,2,10,false
0,3,  175,CEN,2,1,true
0,3,  687,CEN,1,5,true	ON LATE DUTY!
0,3,  696,CEN,2,4,false
0,3,  714,CEN,2,6,false
0,3,  824,MAR,2,1,true
0,3,  855,MAR,2,10,false
0,3, 1121,MAR,1,11,true	ON LATE DUTY!
0,3, 1191,MAR,2,10,true
0,3, 1233,LON,1,3,true	ON LATE DUTY!
0,3, 1378,LON,2,11,true
0,3, 1619,LON,2,5,true
0,4,   25,OFF,1,1,true	ON LATE DUTY!
0,4,   95,CEN,2,12,true
0,4,  248,CEN,2,11,true
0,4,  537,CEN,2,32,false
0,4,  906,MAR,2,30,false
0,4, 1019,MAR,2,17,false
0,4, 1024,MAR,2,22,true
0,4, 1079,MAR,2,19,false
0,4, 1119,MAR,2,2,true
0,4, 1587,LON,2,13,true
0,4, 1617,LON,2,23,false
0,4, 1963,EBT,2,33,false
0,5,   10,OFF,2,3,true
0,5,   53,LMC,2,22,false
0,5,  121,CEN,2,24,true
0,5,  176,CEN,1,1,true	ON LATE DUTY!
0,5,  490,CEN,2,14,true
0,5,  563,CEN,2,26,false
0,5,  799,CEN,2,19,false
0,5, 1155,MAR,1,1,true	ON LATE DUTY!
0,5, 1332,LON,2,4,false
0,5, 1589,LON,2,16,true
0,5, 1840,ECB,2,26,false
0,5, 1933,ECB,1,7,true	ON LATE DUTY!
1,1,   36,OFF,2,33,false
1,1,   63,LMC,2,31,false
1,1,   88,CEN,2,6,false
1,1,  283,CEN,1,7,true	ON LATE DUTY!
1,1,  371,CEN,2,23,false
1,1,  592,CEN,1,30,true	ON LATE DUTY!
1,1,  699,CEN,1,12,true	ON LATE DUTY!
1,1,  797,CEN,2,21,false
1,1,  825,MAR,1,38,true	ON LATE DUTY!
1,1, 1118,MAR,1,3,true	ON LATE DUTY!
1,1, 1560,LON,2,28,true
1,1, 1839,ECB,1,1,true	ON LATE DUTY!
1,2,  126,CEN,1,3,true	ON LATE DUTY!
1,2,  227,CEN,1,6,true	ON LATE DUTY!
1,2,  630,CEN,2,2,true
1,2,  709,CEN,2,36,true
1,2,  784,CEN,2,8,false
1,2, 1055,MAR,1,2,true	ON LATE DUTY!
1,2, 1146,MAR,1,32,true	ON LATE DUTY!
1,2, 1526,LON,1,8,true	ON LATE DUTY!
1,2, 1657,LON,2,3,true
1,2, 1801,LCB,2,3,true
1,2, 1948,ECB,2,3,true
1,3,    9,OFF,2,6,false
1,3,  173,CEN,2,36,false
1,3,  260,CEN,2,20,true
1,3,  445,CEN,1,36,true	ON LATE DUTY!
1,3,  456,CEN,2,9,false
1,3,  961,MAR,2,12,true
1,3, 1176,MAR,2,29,false
1,3, 1400,LON,2,11,false
1,3, 1443,LON,2,12,false
1,3, 1588,LON,2,33,true
1,3, 1718,LCB,2,1,true
1,3, 1907,ECB,1,5,true	ON LATE DUTY!
1,4,   28,OFF,2,29,false
1,4,   30,OFF,1,21,true	ON LATE DUTY!
1,4,   33,OFF,2,1,true
1,4,   45,OFF,2,8,false
1,4,  206,CEN,2,31,false
1,4,  216,CEN,2,10,false
1,4,  418,CEN,2,30,true
1,4, 1476,LON,2,33,false
1,4, 1642,LON,2,20,false
1,4, 1709,LCB,1,1,true	ON LATE DUTY!
1,4, 1837,ECB,2,7,true
1,5,   32,OFF,2,15,false
1,5,   93,CEN,1,18,true	ON LATE DUTY!
1,5,  158,CEN,1,19,true	ON LATE DUTY!
1,5,  391,CEN,2,17,false
1,5,  808,CEN,1,1,true	ON LATE DUTY!
1,5,  954,MAR,2,38,false
1,5, 1012,MAR,2,1,false
1,5, 1071,MAR,2,24,false
1,5, 1388,LON,1,11,true	ON LATE DUTY!
1,5, 1484,LON,2,32,false
1,5, 1557,LON,2,4,false
2,1,   61,LMC,2,17,false
2,1,  255,CEN,2,3,true
2,1,  292,CEN,1,2,true	ON LATE DUTY!
2,1,  297,CEN,2,28,false
2,1,  442,CEN,2,28,true
2,1,  829,MAR,1,7,true	ON LATE DUTY!
2,1,  863,MAR,2,30,false
2,1, 1129,MAR,2,37,false
2,1, 1145,MAR,2,16,false
2,1, 1291,LON,2,34,false
2,1, 1803,LCB,1,6,true	ON LATE DUTY!
2,1, 1838,ECB,2,31,false
2,2,  101,CEN,2,21,false
2,2,  185,CEN,2,9,true
2,2,  423,CEN,2,16,false
2,2,  434,CEN,2,25,false
2,2,  446,CEN,2,5,true
2,2,  934,MAR,2,18,false
2,2, 1182,MAR,2,33,false
2,2, 1288,LON,2,8,false
2,2, 1374,LON,2,3,false
2,2, 1447,LON,2,5,false
2,2, 1742,LCB,2,2,true
2,2, 1832,ECB,2,36,false
2,3,  251,CEN,2,31,false
2,3,  395,CEN,2,15,false
2,3,  528,CEN,2,18,true
2,3,  705,CEN,2,2,false
2,3,  716,CEN,1,2,true	ON LATE DUTY!
2,3,  908,MAR,2,26,false
2,3, 1081,MAR,1,8,true	ON LATE DUTY!
2,3, 1088,MAR,2,15,false
2,3, 1524,LON,2,14,false
2,3, 1620,LON,1,16,true	ON LATE DUTY!
2,3, 1868,ECB,2,19,false
2,4,   12,OFF,2,5,true
2,4,   91,CEN,2,35,false
2,4,  156,CEN,2,14,false
2,4,  253,CEN,2,23,false
2,4,  268,CEN,2,32,true
2,4,  301,CEN,2,23,false
2,4, 1025,MAR,2,17,false
2,4, 1073,MAR,2,32,false
2,4, 1392,LON,2,8,true
2,4, 1579,LON,2,35,false
2,4, 1607,LON,2,5,true
2,5,  117,CEN,2,39,false
2,5,  244,CEN,2,25,false
2,5,  269,CEN,2,20,false
2,5,  345,CEN,1,2,true	ON LATE DUTY!
2,5,  941,MAR,2,16,false
2,5, 1018,MAR,1,10,true	ON LATE DUTY!
2,5, 1113,MAR,2,2,true
2,5, 1116,MAR,2,1,false
2,5, 1128,MAR,1,2,true	ON LATE DUTY!
2,5, 1683,LCB,2,28,false
2,5, 1896,ECB,2,9,true
2,5, 1965,EBT,2,18,false
3,1,    3,OFF,2,13,true
3,1,  265,CEN,2,20,false
3,1,  379,CEN,2,21,true
3,1,  501,CEN,2,5,false
3,1,  624,CEN,2,5,false
3,1,  664,CEN,1,4,true	ON LATE DUTY!
3,1, 1090,MAR,2,37,false
3,1, 1301,LON,1,35,true	ON LATE DUTY!
3,1, 1304,LON,2,39,false
3,1, 1327,LON,2,9,true
3,1, 1494,LON,2,32,false
3,1, 1891,ECB,2,21,true
3,2,  116,CEN,2,8,false
3,2,  437,CEN,2,19,true
3,2,  513,CEN,2,4,true
3,2,  567,CEN,2,12,false
3,2,  846,MAR,2,18,false
3,2,  966,MAR,2,22,true
3,2, 1223,MAR,2,18,false
3,2, 1283,LON,2,33,false
3,2, 1333,LON,2,24,true
3,2, 1646,LON,2,37,false
3,2, 1737,LCB,1,36,true	ON LATE DUTY!
3,3,  113,CEN,2,30,false
3,3,  587,CEN,2,35,true
3,3,  654,CEN,2,14,false
3,3,  814,CEN,2,4,true
3,3,  952,MAR,2,28,false
3,3,  993,MAR,2,2,false
3,3, 1143,MAR,2,7,false
3,3, 1266,LON,1,3,true	ON LATE DUTY!
3,3, 1330,LON,1,4,true	ON LATE DUTY!
3,3, 1728,LCB,1,5,true	ON LATE DUTY!
3,3, 1799,LCB,2,10,true
3,4,  139,CEN,2,7,false
3,4,  454,CEN,2,1,false
3,4,  673,CEN,2,10,false
3,4,  902,MAR,2,5,true
3,4, 1057,MAR,2,3,false
3,4, 1147,MAR,2,9,true
3,4, 1455,LON,2,18,false
3,4, 1523,LON,2,10,false
3,4, 1671,LON,2,37,false
3,4, 1919,ECB,2,20,false
3,4, 1977,EBT,1,6,true	ON LATE DUTY!
3,5,  118,CEN,2,3,false
3,5,  298,CEN,2,24,false
3,5,  350,CEN,2,7,true
3,5,  377,CEN,2,15,true
3,5,  940,MAR,2,5,false
3,5, 1380,LON,2,11,false
3,5, 1477,LON,2,10,true
3,5, 1684,LCB,2,35,false
3,5, 1693,LCB,2,6,true
3,5, 1706,LCB,1,5,true	ON LATE DUTY!
3,5, 1751,LCB,1,4,true	ON LATE DUTY!
3,5, 1809,LCB,1,19,true	ON LATE DUTY!
4,1,   41,OFF,2,12,false
4,1,   78,CEN,2,2,false
4,1,  140,CEN,2,19,false
4,1,  190,CEN,2,19,true
4,1,  219,CEN,2,32,false
4,1,  233,CEN,2,14,false
4,1,  390,CEN,2,24,false
4,1,  801,CEN,2,14,false
4,1,  914,MAR,2,23,false
4,1, 1232,LON,1,22,true	ON LATE DUTY!
4,1, 1372,LON,2,6,false
4,2,  275,CEN,2,7,false
4,2,  335,CEN,2,4,true
4,2,  425,CEN,2,6,true
4,2,  484,CEN,2,17,false
4,2,  772,CEN,1,12,true	ON LATE DUTY!
4,2,  888,MAR,2,25,false
4,2,  913,MAR,2,35,false
4,2, 1048,MAR,2,19,false
4,2, 1284,LON,1,11,true	ON LATE DUTY!
4,2, 1613,LON,2,25,false
4,2, 1825,ECB,2,16,true
4,2, 1974,EBT,2,11,true
4,3,   24,OFF,2,39,false
4,3,  467,CEN,2,26,true
4,3,  625,CEN,2,3,false
4,3,  692,CEN,1,29,true	ON LATE DUTY!
4,3,  820,CEN,2,21,false
4,3,  879,MAR,2,26,true
4,3,  915,MAR,2,9,true
4,3, 1154,MAR,2,7,false
4,3, 1323,LON,2,5,false
4,3, 1507,LON,2,23,false
4,3, 1828,ECB,1,4,true	ON LATE DUTY!
4,4,  166,CEN,2,6,false
4,4,  262,CEN,2,23,false
4,4,  284,CEN,2,26,false
4,4,  376,CEN,2,25,false
4,4,  545,CEN,2,12,false
4,4, 1021,MAR,2,19,false
4,4, 1093,MAR,2,33,false
4,4, 1309,LON,2,29,false
4,4, 1482,LON,2,21,false
4,4, 1665,LON,2,38,false
4,4, 1895,ECB,2,25,false
4,4, 1971,EBT,2,24,true
4,5,   26,OFF,2,32,false
4,5,  627,CEN,2,11,true
4,5,  642,CEN,1,6,true	ON LATE DUTY!
4,5,  983,MAR,2,24,false
4,5, 1543,LON,2,16,false
4,5, 1549,LON,1,10,true	ON LATE DUTY!
4,5, 1611,LON,2,26,false
4,5, 1672,LON,2,32,false
4,5, 1786,LCB,2,8,true
4,5, 1882,ECB,2,29,false
4,5, 1905,ECB,2,35,true
4,5, 1986,EBT,1,35,true	ON LATE DUTY!
5,1,  155,CEN,2,36,false
5,1,  212,CEN,2,8,false
5,1,  412,CEN,1,9,true	ON LATE DUTY!
5,1,  497,CEN,2,13,false
5,1,  571,CEN,1,24,true	ON LATE DUTY!
5,1,  590,CEN,1,15,true	ON LATE DUTY!
5,1,  857,MAR,2,32,true
5,1, 1140,MAR,2,6,true
5,1, 1153,MAR,2,5,true
5,1, 1344,LON,1,27,true	ON LATE DUTY!
5,1, 1630,LON,2,20,true
5,2,   58,LMC,2,10,false
5,2,   75,CEN,2,13,false
5,2,  197,CEN,2,9,true
5,2,  213,CEN,1,38,true	ON LATE DUTY!
5,2,  261,CEN,2,10,false
5,2,  647,CEN,2,27,true
5,2,  730,CEN,2,37,false
5,2,  920,MAR,2,25,false
5,2, 1201,MAR,2,21,false
5,2, 1205,MAR,2,10,false
5,2, 1245,LON,2,2,false
5,2, 1548,LON,2,33,false
5,3,  204,CEN,2,24,false
5,3,  303,CEN,1,25,true	ON LATE DUTY!
5,3,  643,CEN,1,5,true	ON LATE DUTY!
5,3,  681,CEN,2,6,true
5,3,  697,CEN,2,6,true
5,3, 1351,LON,2,15,false
5,3, 1467,LON,1,36,true	ON LATE DUTY!
5,3, 1565,LON,1,8,true	ON LATE DUTY!
5,4,  340,CEN,2,30,false
5,4,  460,CEN,2,19,false
5,4,  514,CEN,1,8,true	ON LATE DUTY!
5,4,  619,CEN,2,5,true
5,4,  773,CEN,2,34,false
5,4,  788,CEN,2,10,true
5,4,  930,MAR,2,8,true
5,4,  995,MAR,2,5,true
5,4,  998,MAR,2,8,true
5,4, 1151,MAR,2,39,false
5,4, 1189,MAR,2,24,false
5,4, 1221,MAR,2,26,true
5,5,  103,CEN,1,11,true	ON LATE DUTY!
5,5,  114,CEN,2,39,false
5,5,  229,CEN,2,38,false
5,5,  235,CEN,2,33,true
5,5,  662,CEN,2,36,false
5,5,  733,CEN,2,22,false
5,5,  771,CEN,2,4,false
5,5,  868,MAR,2,17,false
5,5,  910,MAR,2,14,false
5,5, 1207,MAR,2,7,true
5,5, 1492,LON,1,5,true	ON LATE DUTY!
5,5, 1704,LCB,2,20,false
6,1,  153,CEN,1,22,true	ON LATE DUTY!
6,1,  306,CEN,2,14,false
6,1,  388,CEN,1,17,true	ON LATE DUTY!
6,1,  470,CEN,2,30,true
6,1,  569,CEN,2,13,false
6,1,  974,MAR,1,14,true	ON LATE DUTY!
6,1, 1047,MAR,2,17,false
6,1, 1199,MAR,2,14,false
6,1, 1234,LON,2,21,false
6,1, 1581,LON,2,39,false
6,1, 1776,LCB,2,10,true
6,2,  170,CEN,1,21,true	ON LATE DUTY!
6,2,  322,CEN,1,6,true	ON LATE DUTY!
6,2,  468,CEN,2,19,false
6,2,  495,CEN,2,14,false
6,2,  548,CEN,2,11,false
6,2,  570,CEN,2,5,false
6,2,  841,MAR,2,12,false
6,2,  982,MAR,2,4,false
6,2, 1746,LCB,1,34,true	ON LATE DUTY!
6,2, 1760,LCB,2,11,false
6,2, 1869,ECB,2,27,false
6,2, 1966,EBT,2,27,false
6,3,   38,OFF,2,17,false
6,3,  483,CEN,2,20,true
6,3,  515,CEN,2,23,false
6,3,  676,CEN,1,12,true	ON LATE DUTY!
6,3,  909,MAR,2,16,false
6,3,  973,MAR,2,35,false
6,3, 1044,MAR,2,20,true
6,3, 1367,LON,2,6,true
6,3, 1629,LON,1,36,true	ON LATE DUTY!
6,3, 1975,EBT,2,15,false
6,4,  396,CEN,2,9,false
6,4,  526,CEN,2,12,false
6,4,  816,CEN,2,28,false
6,4,  970,MAR,1,17,true	ON LATE DUTY!
6,4, 1290,LON,1,11,true	ON LATE DUTY!
6,4, 1387,LON,2,38,false
6,4, 1399,LON,1,7,true	ON LATE DUTY!
6,4, 1618,LON,2,23,false
6,4, 1687,LCB,2,21,false
6,4, 1771,LCB,2,30,false
6,4, 1973,EBT,2,14,false
6,5,   18,OFF,2,14,false
6,5,  134,CEN,2,21,false
6,5,  249,CEN,1,27,true	ON LATE DUTY!
6,5,  302,CEN,2,33,false
6,5,  685,CEN,2,27,false
6,5,  759,CEN,2,26,false
6,5,  897,MAR,2,13,true
6,5, 1231,LON,2,20,false
6,5, 1308,LON,2,12,false
6,5, 1368,LON,2,19,false
6,5, 1534,LON,2,30,false
7,1,  148,CEN,2,11,false
7,1,  223,CEN,2,26,true
7,1,  274,CEN,2,9,false
7,1,  364,CEN,2,36,false
7,1,  463,CEN,2,29,false
7,1,  542,CEN,2,25,true
7,1,  891,MAR,2,21,false
7,1, 1038,MAR,2,10,false
7,1, 1448,LON,2,4,false
7,1, 1847,ECB,2,39,false
7,1, 1920,ECB,2,20,false
7,1, 1979,EBT,2,12,false
7,2,  217,CEN,2,9,false
7,2,  331,CEN,2,39,false
7,2,  415,CEN,2,8,false
7,2,  560,CEN,2,11,false
7,2,  574,CEN,2,8,false
7,2,  661,CEN,2,3,false
7,2,  790,CEN,1,33,true	ON LATE DUTY!
7,2, 1132,MAR,2,28,false
7,2, 1286,LON,2,2,false
7,2, 1540,LON,2,19,false
7,2, 1669,LON,2,14,false
7,3,   72,LMC,2,4,false
7,3,  145,CEN,2,7,false
7,3,  203,CEN,2,2,false
7,3,  234,CEN,2,36,true
7,3,  315,CEN,2,10,false
7,3,  373,CEN,1,7,true	ON LATE DUTY!
7,3, 1212,MAR,2,24,false
7,3, 1394,LON,2,8,true
7,3, 1625,LON,2,10,true
7,3, 1945,ECB,2,15,false
7,3, 2007,EBT,2,35,false
7,4,  150,CEN,2,14,true
7,4,  266,CEN,2,25,false
7,4,  769,CEN,2,35,false
7,4,  991,MAR,1,16,true	ON LATE DUTY!
7,4, 1060,MAR,1,11,true	ON LATE DUTY!
7,4, 1120,MAR,2,36,false
7,4, 1202,MAR,1,37,true	ON LATE DUTY!
7,4, 1315,LON,1,15,true	ON LATE DUTY!
7,4, 1325,LON,2,12,true
7,4, 1552,LON,2,35,false
7,5,  485,CEN,2,16,false
7,5,  847,MAR,2,35,false
7,5,  980,MAR,2,36,false
7,5, 1255,LON,2,22,false
7,5, 1335,LON,2,19,false
7,5, 1362,LON,2,26,true
7,5, 1414,LON,1,8,true	ON LATE DUTY!
7,5, 1481,LON,2,13,true
7,5, 1652,LON,2,12,true
7,5, 1680,LCB,1,39,true	ON LATE DUTY!
7,5, 1898,ECB,2,27,true
8,1,   99,CEN,2,12,false
8,1,  397,CEN,2,11,false
8,1,  739,CEN,2,16,false
8,1,  800,CEN,1,39,true	ON LATE DUTY!
8,1, 1022,MAR,1,25,true	ON LATE DUTY!
8,1, 1377,LON,2,35,false
8,1, 1386,LON,2,8,false
8,1, 1478,LON,1,19,true	ON LATE DUTY!
8,1, 1500,LON,2,31,false
8,1, 1899,ECB,1,32,true	ON LATE DUTY!
8,2,  128,CEN,2,17,false
8,2,  149,CEN,1,23,true	ON LATE DUTY!
8,2,  405,CEN,2,32,true
8,2,  826,MAR,2,20,true
8,2, 1011,MAR,2,25,false
8,2, 1179,MAR,1,8,true	ON LATE DUTY!
8,2, 1190,MAR,2,36,false
8,2, 1267,LON,2,36,false
8,2, 1416,LON,2,27,false
8,2, 1444,LON,1,18,true	ON LATE DUTY!
8,2, 1553,LON,2,10,false
8,2, 1889,ECB,2,26,true
8,3,  324,CEN,1,15,true	ON LATE DUTY!
8,3,  387,CEN,2,7,false
8,3,  394,CEN,2,9,true
8,3,  724,CEN,2,28,false
8,3,  744,CEN,2,1,false
8,3,  757,CEN,2,24,false
8,3, 1034,MAR,2,16,false
8,3, 1037,MAR,2,22,true
8,3, 1216,MAR,1,21,true	ON LATE DUTY!
8,3, 1599,LON,2,38,false
8,3, 1841,ECB,2,16,false
8,3, 1927,ECB,2,31,false
8,4,  263,CEN,2,18,false
8,4,  492,CEN,2,29,true
8,4,  541,CEN,2,23,false
8,4,  620,CEN,2,26,false
8,4, 1343,LON,1,31,true	ON LATE DUTY!
8,4, 1381,LON,2,35,false
8,4, 1551,LON,2,20,false
8,4, 1597,LON,2,28,false
8,4, 1723,LCB,2,29,false
8,4, 1939,ECB,1,10,true	ON LATE DUTY!
8,5,  218,CEN,2,23,true
8,5,  237,CEN,2,28,false
8,5,  359,CEN,2,11,true
8,5,  534,CEN,2,34,false
8,5,  823,CEN,2,37,false
8,5, 1062,MAR,2,39,false
8,5, 1235,LON,2,13,false
8,5, 1278,LON,1,19,true	ON LATE DUTY!
8,5, 1729,LCB,2,17,true
8,5, 1744,LCB,2,23,false
8,5, 1994,EBT,2,30,false
9,1,  163,CEN,2,5,false
9,1,  313,CEN,2,34,false
9,1,  540,CEN,2,38,false
9,1,  870,MAR,2,10,true
9,1,  887,MAR,2,38,false
9,1, 1108,MAR,2,22,false
9,1, 1168,MAR,2,31,false
9,1, 1208,MAR,2,9,true
9,1, 1359,LON,2,22,true
9,1, 1748,LCB,2,14,false
9,1, 1754,LCB,2,10,false
9,2,   84,CEN,2,11,false
9,2,   85,CEN,2,29,false
9,2,  222,CEN,2,13,false
9,2,  271,CEN,2,27,false
9,2,  294,CEN,2,24,true
9,2,  803,CEN,2,39,false
9,2,  818,CEN,2,17,false
9,2,  873,MAR,1,30,true	ON LATE DUTY!
9,2, 1757,LCB,2,25,false
9,3,  329,CEN,2,29,false
9,3,  427,CEN,2,24,false
9,3,  701,CEN,2,14,true
9,3,  811,CEN,2,31,false
9,3, 1152,MAR,2,20,false
9,3, 1320,LON,2,25,false
9,3, 1451,LON,2,11,false
9,3, 1638,LON,2,38,false
9,3, 1670,LON,2,17,false
9,3, 1826,ECB,2,7,false
